,name,street,zip,city,siren,status,description,working_hours,no_cars
1239,AUTOMOBILES CC,11 rue de la grande prairie,45120,Châlette-sur-Loing,789403409,Actif depuis le 10/11/2017,"VENTE ACHAT REPRISE 
CHALETTE Carrosserie vous propose un large choix de véhicule toute marque.
En stock ou en commande. 
Réalisez votre projet automobile en toute sécurité. 
 Service : Carrosserie , peinture , pare-brise, mécanique
Suivi de votre véhicule, entretien et réparation.
Service de carte grise","Du lundi au jeudi de 8 h 00 à 18 h 00
Le vendredi de 8 h 00 à 12 h 00 et 14 h 00  à 18 h 00",Annonces (3)
1240,AUTOMOBILES CDR,142 Avenue de Fontainebleau,77310,Pringy,479401150,Actif depuis le 18/01/2011,Nous sommes heureux de vous présenter l'ensemble de nos véhicules et de nos services. Nous vous souhaitons une agréable visite !,,Annonces (20)
1241,AUTOMOBILES CENTER,310 TRAVERSE DE LA BOURGADE,13400,Aubagne,953425949,Actif depuis le 01/02/2024,"AUTOMOBILES CENTER LE SPÉCIALISTE DU VÉHICULE D’OCCASION GARANTIE ET RÉVISÉ , 

Achat , vente de véhicule neuf ou d’occasion , reprise , rachat cash , 

- Entretien des véhicules toutes marques
- Diagnostic, FAP / AD BLUE / EGR","Du lundi au vendredi de 08h30 à 18h30
Et le samedi de 09h00 à 17h00",Annonces (30)
1242,AUTOMOBILES CHARLES,77 Route Nationale 20,91310,Linas,323942300,Actif depuis le 05/11/2010,"Société familiale crée 1982, nous vous proposons 
une sélection de véhicules toutes marques, tous budgets.

Nous travaillons depuis 1982 avec différentes compagnies d'assurance et conjointement avec d'autres professionnels de l’automobile pour vous apporter le plus large choix de véhicules toutes marques et tous budgets.

Nous sommes aussi spécialisés dans la vente et l'export de véhicules accidentés auprès de professionnels agrées réparation.
 
 



Pour plus de renseignements n’hésitez pas à nous contacter 
au 01.64.49.76.88

FB: autocharles",Du lundi au vendredi 9h à 12 h et 14h à 18h,Annonces (14)
1243,AUTOMOBILES CHATENET LORIENT,Zone De La Bienvenue,56530,Queven,802267609,Actif depuis le 17/08/2015,"Automobile Chatenet Lorient, votre concession spécialiste
de voiture sans permis de marque Chatenet et occasion de 
toutes marques dans le Morbihan en Bretagne Sud. 
Étant distributeur de VSP haut de gamme, nous proposons une 
palette complète de services :
- La Location Longue Durée (LLD) partout en France à partir 
de 164€/mois sans apport,
- Des financements adaptées,
- Entretien et réparation de toutes marques,
- Possibilité de reprise sur votre ancien véhicule,
- Un Service-Après-Vente (SAV) et un service dédiée à la 
pièces détachées de voiture sans permis de toutes marques - 
CONTACT du service : 0684642744
Quentin Mezerette et son équipe s'engage à vous présenter 
les meilleures modèles de VSP (neuves et occasions) et de 
vous apporter une qualité de prestation et de service 
optimale. Nos VSP sont ACCESSIBLE DES 14 ANS !","Du Lundi au Vendredi de 9H00 à 12H00 et de 14H00 à 18H00. 
Le Samedi de 9h00 à 12h00 et de 14h00 à 17h00.",Annonces (16)
1244,AUTOMOBILES CLEMENT OBRIOT,RUE DES CREUSOTTES,71150,Chagny,908307317,Actif depuis le 27/12/2021,"Véhicules neuf et de démonstration 
Après-vente et services 
Pièces et accessoires",,Annonces (41)
1245,AUTOMOBILES DE A à Z,ZONE ARTISANALE VAGUE DE LA NOE,35680,Domalain,491966131,Actif depuis le 30/04/2023,"Bienvenue chez Automobile de A à Z

La société ''AUTOMOBILES DE A à Z'' est spécialisée dans 
l'achat/vente de véhicules toutes marques.

Nous proposons également votre entretien mécanique et 
carrosserie.

AUTOMOBILES DE A à Z, c’est toute la puissance d’achat, 
l’organisation et l’engagement au service de ses clients 
pour :

- Vous offrir le meilleur de l’automobile au meilleur prix
- Garantir votre tranquillité et votre sécurité
- Respecter votre budget.

Nous effectuons des recherches de véhicule pour satisfaire 
vos demandes dans les meilleurs délais.","OUVERT DU LUNDI AU SAMEDI DE 08H30 A 19H30 
SANS INTERUPTION",Annonces (143)
1246,AUTOMOBILES DE A à Z,113 AVENUE CHANZY,53000,Laval,825247463,Actif depuis le 30/04/2023,"Une équipe de professionnels à votre service depuis 2006.

Automobiles de A à Z commercialise des véhicules 
d’occasion toutes marques entièrement révisés et garantis au
minimum 6 mois, Un réseau avec plus de 250 véhicules 
d’occasion destinés aux particuliers et aux professionnels.
 
Aujourd’hui fort de 3 Agences (Laval, Rennes et Domalain) 
les points de vente proposent de nombreux autres services à 
ses clients :

- Recherche personnalisée de votre futur véhicule 
- Financement 
- Extension de garantie 
- Reprise de votre ancienne voiture 
- Carrosserie 
- Atelier mécanique SAV et entretien.","Lundi au Samedi 
Matin 9h00 à 12h30 
Apres midi 14h00 à 18h30",Annonces (137)
1247,AUTOMOBILES DE A à Z,Z.A. LES LANDES / RUE DU PETIT BOIS,22400,Coëtmieux,853596955,Actif depuis le 30/04/2023,"AUTOMOBILES DE A A Z, c'est quatre sites pour mieux vous servir : 
 - Domalain
 - Cesson-Sévigné
 - Laval
 - Saint-Brieuc

Automobiles de A à Z est une société qui vous propose un large choix de plus de 250 véhicules neufs et occasions.
Nous sommes à votre écoute et mettons tout en œuvre pour répondre à vos besoins et vous donner entière satisfaction.

Nous vous proposons éventuellement une reprise de votre véhicule ainsi que des financements.
Nous disposons d'équipements adaptés à la préparation des véhicules et un service après-vente complet : mécanique et carrosserie.

Chaque véhicules dispose d'une garantie.

VENEZ NOUS DECOUVRIR !","DU LUNDI AU SAMEDI :
 - 9H00-12H30
 - 14H00-18H30",Annonces (126)
1248,AUTOMOBILES DELAHAYE,3690 Avenue de la Lauragaise -,31670,Labège,306300344,Actif depuis le 29/10/2010,"AUTOMOBILES DELAHAYE existant depuis plus de 40 ans est 
concessionnaire Hyundai, situé à Labège (La Lauragaise).

Nous vous proposons un large choix permanent de véhicules 
d’occasion, plus de 120 véhicules en stock.

AUTOMOBILES DELAHAYE vous accompagne dans l’entretien, la 
réparation de votre véhicule mais aussi en carrosserie.

Nous étudierons avec vous une solution de financement 
personnalisé.

Nous vous offrons la possibilité de reprendre votre 
véhicule.

En vous remerciant de l'intérêt que vous avez pour nos 
produits.",,Annonces (35)
1249,Automobiles de la Rize,44 Rue Louis Saillant,69120,Vaulx-en-Velin,522009299,Actif depuis le 18/08/2019,,"Ouvert du lundi au vendredi de 8H à 12H et l'après-midi de 14H à 18H30.
Le samedi sur RDV",Annonces (4)
1250,AUTOMOBILES DES DOMES,route d'issoire - la novialle,63670,La Roche-Blanche,492589338,Actif depuis le 13/03/2015,"Automobiles des dômes vous propose : 

- des véhicules disponibles sur parc
- des véhicules à la commande, neufs ou occasions,
- du dépôt vente

Services proposés : 
- extensions de garanties
- reprise de votre ancien véhicule

 Nous sommes situés route d'issoire , zac de la noviale à la
 Roche Blanche, 3 minutes au sud de Clermont-Ferrand.

Tous nos véhicules sont systématiquement révisés avant 
d'être mis à la vente, puis garantis au minimum 3 mois.

Les bureaux sont ouverts du lundi au vendredi, 
entre 10h et 12h, puis 14h et 18h. 
Le samedi de 10h a 12h uniquement sur rendez vous.

Nous sommes réputés depuis 17 ans dans la recherche et la vente de véhicules premium, 
spécialiste en marques allemande, Audi, BMW, Mercedes, Porsche et Volkswagen.

Afin d'être en mesure de vous recevoir dans les meilleurs conditions, nous vous invitons à rendez vous pour une visite ou bien un essai de véhicule.
 Merci de votre compréhension.","Accueil du lundi au vendredi
de  14h-18h
le samedi uniquement sur rendez vous.",Annonces (17)
1251,automobiles des tilleroyes,43 rue thomas edison,25000,Besançon,848281937,Actif depuis le 15/03/2019,Vente et reprise de véhicules d'occasions,lundi au samedi de 9h à 12h et de 14h à 19h,Annonces (22)
1252,AUTOMOBILES DES WEPPES,"Parc d’activités « La Maladrerie », 7 rue des Rémouleurs",59134,Herlies,523818680,Actif depuis le 07/04/2011,"Depuis 2010, le garage AUTOMOBILES DES WEPPES développe les meilleurs services et prestations pour votre véhicule. Fort de plus de 20 ans d’expérience dans l’automobile, Aymeric BILLAUT et son équipe vous accueillent à HERLIES, à deux pas de LILLE dans le NORD. Membre du réseau BOSCH SERVICE, le garage AUTOMOBILES DES WEPPES répond à des normes précises d’équipements technologiques modernes et de formations de haut niveau des équipes, lui permettant aussi bien la réalisation des entretiens courants, mais aussi des interventions les plus techniques sur toutes les marques de véhicules, et cela même sur les voitures les plus récentes, tout en conservant la garantie constructeur. Nous prenons en charge votre véhicule pour les types de prestations mécanique et carrosserie et proposons un large choix de véhicules neufs et occasions. Toujours soucieux d’apporter le meilleur service au prix le plus juste, la satisfaction de nos clients est une priorité. Nous vous réserverons le meilleur accueil lors de votre visite dans nos locaux.","Du lundi au vendredi de 07:30 à 12:00 et de 14:00 à 19:00. 
Le samedi de 07:30 à 12:00.",Annonces (48)
1253,automobiles du chateau d'eau,14 RTE DE LA ROCHE SUR YON,85750,ANGLES,822379475,Actif depuis le 15/03/2021,"Nous vous proposons des véhicules de toutes marques telles que  renault, peugeot, citroen, bmw, volkswagen, audi, ds, dacia, toyota, nissan  ...

Tous nos véhicules sont contrôlés, révisés et garantis.
Vous recherchez une berline, citadine, suv, cabriolet, sportive?   

Pensez à nous contacter pour que notre équipe puisse vous accompagner dans votre nouvel achat.",nous contacter,Annonces (17)
1254,AUTOMOBILES DU GRAND MACONNAIS,132 Rue Camille Pissarro,71000,Mâcon,901700633,Actif depuis le 19/10/2021,"Situé à Macon dans le 71, la concession Automobiles Du Grand Mâconnais vous propose une large sélection de véhicules utilitaires récents proche du neuf. 

L’ensemble de nos véhicules sont vendus réviser, laver et garantie au minimum de six mois. 

Un service de livraison est proposé en moins de 72 heures après réception des fonds en France métropolitaine. 

En collaboration avec une société de leasing spécialisé dans le leasing pour les sociétés en difficulté financière ou société nouvelle. 
Nous pourrons vous proposer des solutions de financement pour ce type de société.

Nos équipes reste à votre disposition pour toute autre demande.

Penser à nous suivre sur les réseaux sociaux :
Facebook : Automobiles Du Grand Maconnais
Instagram & TikTok: sas_agm

À très bientôt chez Automobiles du Grand Mâconnais.","lun.: 07:00 – 20:00
mar.: 07:00 – 20:00
mer.: 07:00 – 20:00
jeu.: 07:00 – 20:00
ven.: 07:00 – 20:00
sam.: 07:00 – 20:00
dim.: Fermé",Annonces (11)
1255,AUTOMOBILES DU LANDRY,120 bis rue de chateaugiron,35000,Rennes,388232209,Actif depuis le 02/11/2010,"Réputé à Rennes pour son professionnalisme, le garage du Landry est l'un des meilleurs garages à Rennes pour l’entretien et la réparation de votre voiture. 

Réparation et entretien de véhicules
Révision de voiture et vidange
Diagnostic de panne
Changement des pneus
Remplacement disque et plaquettes de frein
Changement d’embrayage ou boîte de vitesse
Entretien et réparation de boîtes automatiques
Changement de courroie de distribution
Carrosserie : entretien, réparation, remplacement de pare-chocs

Des services de qualité assurés par des professionnels
Le garage du Landry met un point d’honneur sur la qualité des services offerts. Ses mécaniciens sont formés pour réparer tous types de voitures (thermiques, hybrides, électriques…), peu importe la marque (Tesla, Toyota, Chevrolet…).

Des services impeccables à des prix raisonnables. 
Toutes les interventions dont bénéficie votre voiture sont réalisées sur devis. Que ce soit pour une vidange de voiture à Rennes, le remplacement de joint de culasse ou une révision complète, vous n’avez pas à craindre de mauvaise surprise. Le garage du Landry ne vous facture aucun frais qui ne soit annoncé sur le devis.",Du lundi au vendredi de 7h30 à 12h et de 13h45 à 19h,Annonces (95)
1256,AUTOMOBILES DU NORD - AMIENS,3 Rue Laurent Lavoisier,80330,Longueau,453992844,Actif depuis le 17/01/2022,"Depuis 2020 à Amiens, AUTOMOBILES DU NORD met à votre service son professionnalisme et sa passion de l’automobile. 

Parce que l’achat de votre voiture d’occasion doit se faire en toute sérénité, nous vous proposons une sélection de véhicules toutes marques expertisés, révisés et garantis. N'hésitez pas à nous contacter et nous trouverons ensemble le véhicule qui vous correspond.",Lundi au vendredi 9h / 12h30 – 14h / 19h Samedi de 9h / 12h30 et 14h / 19h,Annonces (75)
1257,AUTOMOBILES DU ROND POINT,69 rue Francois Mitterrand,27190,CONCHES EN OUCHE,451163539,Actif depuis le 07/08/2012,"AUTOMOBILES DU ROND POINT 
Jimmy MOULIN

Agent RENAULT et DACIA

69 rue François Mitterrand
27190 CONCHES-EN-OUCHE

02.32.60.31.00.

garage-durondpiont-27190@orange.fr","Lundi : 14h/18h15
Du mardi au vendredi : 8h30/12h 14h/18h15
Samedi : 8h15/12h",Annonces (13)
1258,automobiles du stade,2 rue de trepillot,25000,Besançon,820417046,Actif depuis le 13/11/2017,"Automobiles du stade vous propose une sélection de véhicules d'occasion révisés et garantis, de toutes marques


Les Services : 

- Extension de garantie
- Recherche personnalisée
- Reprise de votre véhicule

Contactez nous pour toutes informations","lundi au samedi 
14h -19h",Annonces (31)
1259,AUTOMOBILES DU THELLE,147 Bis Rue Jean CATELAS,95340,Persan,792398976,Actif depuis le 31/03/2023,"Automobiles du thelle, situé à Persan dans 
le Val d'Oise à environ 30min de paris de Roissy de Cergy et
de Beauvais.

 
Vous propose une sélection de véhicules d'occasion toutes 
marques.
Nous faisons parti du réseau TOP GARAGE 1er réseau européen
 indépendant avec plus de 800 garages.
C'est pour cela que nos techniciens sont exclusivement 
dédiés aux véhicules toutes marques ainsi nous pouvons 
répondre à toutes vos attentes en réparations mécanique.
Tous nos véhicules proposé par AUTOMOBILES DU THELLE sont 
vendu révisé, contrôlé, avec une garantie.
Nous proposons des garanties allant de 3 mois a 3 ans
Possibilité de financement.
tel:0139370547","De 9h00 à 12h00 et 14h00 à 19h00.
Du lundi au vendredi
et le samedi de 9h00 à 12h00 et de 14h00 à 
17h30",Annonces (20)
1260,automobiles-du-val,ZAC DU VAL D AURON,18000,BOURGES,306691478,Actif depuis le 05/05/2022,"Automobiles du Val, garage Renault au Val d’Auron à Bourges 
(18), vous propose de nombreuses voitures neuves et 
d’occasion

Situé en plein cœur de Bourges, au Val d’Auron dans le Cher 
(18), le garage Renault Automobiles du Val vous fait 
partager sa passion de l’automobile.

Voitures neuves
Voitures occasion toutes marques
Utilitaires
Entretien véhicules
Réparation véhicules

Mécanique auto
Service rapide
Financement de l'achat de voiture...

0248202417 OU 0670064285","Du lundi au vendredi 8h00-12h00 / 14h00-19h00
 Le samedi 8h00-12h00",Annonces (14)
1261,AUTOMOBILES EN PAYS MORNANTAIS,649 RUE DU CAPITAINE F. GARBIT,69440,MORNANT,499500015,Actif depuis le 22/02/2011,"Un garage de confiance pour entretenir ou acheter votre véhicule
Bienvenue au garage Automobiles en Pays Mornantais où Sylvain Riberon, agent Renault, vous accueille et vous conseille dans la vente de véhicules neufs Renault et Dacia ou d' occasion toutes marques. Il assure tous vos travaux de réparations et d'entretiens mécaniques et de carrosseries de vos véhicules de tourisme ou utilitaires, dans un rayon de quinze kilomètres autour de Mornant.
 
Lors de l'immobilisation de votre véhicule, nous avons la possibilité de vous prêter un véhicule de courtoisie. Fort de son expérience, Automobiles en Pays Mornantais vous garantit un travail soigné et de qualité et se tient à votre disposition pour toutes demandes ou tous renseignements complémentaires.

Pour plus de renseignements, contactez le garage Automobiles en Pays Mornantais. Notre équipe est à votre écoute.","Ouvert du Lundi au Vendredi de 9h à 18h30
Samedi sur rendez-vous 
Fermé Dimanche et Jours Fériés",Annonces (15)
1262,AUTOMOBILES EN PERIGORD,LA BOISSIERE,24150,BANEUIL,789948502,Actif depuis le 24/02/2013,"Nous avons eu la chance de faire de notre passion pour 
l'automobile notre métier,mais nos priorités absolues sont la satisfaction de nos clients et la plus grande approche possible de la perfection.

Nous somme spécialisés dans la vente de belles voitures classiques ou d'occasion.

Vous trouverez chez nous un accueil hors du commun et un 
choix de véhicules souvent atypiques et sélectionnés avec 
une très grande attention.

Nous sommes situés sur la vallée de la Dordogne,département 
des mille et un châteaux et manoirs et venir chez nous sera 
peut-être l'occasion de visiter notre région magnifique.

Nous sommes à votre disposition pour venir vous chercher à 
l'aéroport ou à la gare de Bergerac.

Bonne visite.","OUVERT DU LUNDI AU SAMEDI de 9H à 19H
EN DEHORS DES HORAIRES OUVRABLES ET LE 
DIMANCHE OU JOURS FERIES SUR RENDEZ-VOUS",Annonces (7)
1263,AUTOMOBILE SERVICE 12,123 Rue du Pôle Automobile,12850,Onet-Le-Château,394904106,Actif depuis le 03/04/2012,"Automobile Service 12, concession Volkswagen Rodez, fait partie du groupe automobile Fabre.
Basé à Onet-le-Château, notre garage VOLKSWAGEN, SKODA, SEAT,vous propose la vente de voitures d'occasion, neuves, utilitaires ainsi qu'un service atelier, mécanique et entretien.","Du lundi au vendredi de 8h00 à 12h00 et de 
14h00 à 19h00 et le samedi de 09h00 à 12h00 
et de 14h00 à 19h00",Annonces (71)
1264,Automobile Service 46,Route de Cahors,46100,Figeac,394904106,Actif depuis le 17/05/2024,,,Annonces (21)
1265,Automobile Service SAS - Magasin,100 Av Charles de Gaulle,15000,Aurillac,394904106,Actif depuis le 29/11/2024,,,
1266,AUTOMOBILE SEVESTRE,Route de fondelienne,56910,Carentoir,391249760,Actif depuis le 31/01/2023,"La société familiale AUTOMOBILE SEVESTRE vous accompagne 
depuis plus de 30 ans dans le choix de vos véhicules neufs 
et d'occasions. AUTOMOBILE SEVESTRE à Carentoir est situé à 
seulement 40 minutes de Vannes et Rennes.

AUTOMOBILE SEVESTRE c'est:
- Plus de 500 véhicules vendus en 2015,
- Plus de 5 000 clients en confiance depuis 10 ans,
- Plus de 150 véhicules d'occasions de qualité disponibles 
et plus de 250 véhicules neufs à prix discount.

AUTOMOBILE SEVESTRE vous propose donc des services 
complémentaires, avec une offre variée et certifiée, une 
équipe commerciale passionnée et à votre écoute, un 
service de reprise, réparation et entretien assurés pas les 
professionnels de notre atelier. 

Venez nous rendre visite, prendre un café ou simplement 
discuter ! A bientôt.","Lundi : 9h30-12h30 14h00-18h00
Mardi, Mercredi, Jeudi & Vendredi : 
8h30-12h30 14h00-18h30
Samedi : 8h30-12h30 14h00-17h30",Annonces (128)
1267,AUTOMOBILE SEVESTRE,10 RUE NUNGESSER,44860,Saint-Aignan-Grandlieu,391249760,Actif depuis le 30/04/2023,"votre partenaire dans la recherche d'un nouveau véhicule...

Un rapport qualité prix : jusqu’à 25% d'économie

Des véhicules parfaitement préparés, comparable à ceux que vous pouvez trouver en concession.

Une garantie constructeur.

Des délais de livraison fiables.

La reprise de votre véhicule envisageable.",,Annonces (48)
1268,AUTOMOBILES EVRE ET LOIRE,RUE DES FORGES - 400 ZONE INDUSTRIELLE EVRE ET LOIRE - BP 70068,49600,Beaupréau,379068828,Actif depuis le 28/02/2022,"AGENT RENAULT ET DACIA
VENTES REPRISES VEHICULES TOUTES MARQUES
EXPOSITION VEHICULES NEUFS ET OCCASIONS
FINANCEMENT CREDIT CLASSIQUE LOCATION LOA
LOCATION VEHICULE TOURISMES UTILITAIRES ET MINIBUS 9 PLACES 
ATELIER REPARATIONS MECANIQUE VEHICULES TOURISMES 
UTILITAIRES CAMPING CAR TOUTES MARQUES
ATELIER CARROSSERIE PEINTURE TOUTES MARQUES AGREE ASSURANCES",,Annonces (25)
1269,AUTOMOBILES GEROSSIER,1530 RUE PIERRE SEMARD,42153,Riorges,417958824,Actif depuis le 31/05/2022,,"Lundi au vendredi 08 h 00 - 12 h 00 et 14 h 00 - 18 h 30
Samedi 08 h 00 - 12 h 00",Annonces (34)
1270,Automobiles Guillaume Kilian,1 rue du vin,67430,Diemeringen,801997271,Actif depuis le 14/11/2014,"Passionnés d'automobile depuis le plus jeune âge, nous mettons notre professionnalisme à votre service dans l'unique souci de vous proposer les plus beaux modèles.

Tous nos véhicules sont rigoureusement sélectionnés et en stock dans nos locaux.","Lundi: 14h00 - 18h00
Mardi au vendredi: 9h00 - 12h00 et 14h00 - 18h00
Samedi: 9h00 - 12h00",Annonces (13)
1271,AUTOMOBILES JC,21 ROUTE DU COR DE CHASSE,67400,ILLKIRCH,821034493,Actif depuis le 09/11/2016,"Le Garage Automobiles J.C est spécialisé dans la 
vente, l'entretien et la réparation de véhicules toutes 
marques.

Soucieux de satisfaire nos clients, notre équipe vous 
accompagnera lors de votre projet d'achat.

Nous possédons un large choix de modèles pour
répondre à tous vos besoins à des prix attractifs.

Chaque véhicule mis en vente est révisé, nous
garantissons nos véhicules pour une durée de 6 à 12 
mois avec possibilité d'extension de garantie.

N'hésitez pas à nous contacter si vous souhaitez obtenir 
plus de renseignements.

email: automobilesjc@outlook.fr
Tel: 0981268246","LUNDI-VENDREDI 8H30-18h30
SAMEDI 9H-13H00",Annonces (13)
1272,AUTOMOBILES JLG SAS,ROUTE DE RENNES - ZI DE BRIANGAUD BP 50462 CEDEX,35606,Redon,402101034,Actif depuis le 31/01/2023,"Bienvenue dans votre concession de Redon, dans la zone
commerciale de Briangaud direction Rennes. votre concession
Automobiles JLG distribue les gammes Renault et Dacia ainsi
que des véhicules d'occasion toutes marques. En tant que
réparateur agréé des marques constructeurs, AUTOMOBILES JLG
assure l'entretien de votre voiture, quelle que soit la
marque, et, grâce au label Renault Rent, vous avez la
possibilité de louer, parmi une large gamme, un véhicule
près de chez vous, selon vos besoins et en fonction de votre
 budget.
Depuis mars 2014, l’équipe de AUTOMOBILES JLG a le plaisir
d’accueillir les clients dans son nouveau hall, qui après un
peu plus de 2 mois de travaux, a pris la forme du concept
RENAULT STORE, décor chaleureux, plus accueillant, plus
dynamique… avec toujours cette obsession : la satisfaction
des clients.",,Annonces (32)
1273,AUTOMOBILES JM,271 rue de la Basinière,90120,Morvillars,420464950,Actif depuis le 31/12/2021,"La société AutoJM, mandataire automobile Multimarque depuis 1975, commercialisait principalement des véhicules neufs. Cette année, AutoJM a ouvert son pôle occasion. Tous les véhicules sont visibles sur le parc de Morvillars (90),

Nos avantages : L'ensemble de nos véhicules d'occasion sont garantis 12 mois minium et sont reconditionnés avec 100 points de contrôle. 

Nos services : AutoJM vous propose la livraison à domicile, un financement adapté (leasing ou crédit classique), certains de nos véhicules sont éligibles à la prime à la conversion. De plus, nous pouvons reprendre votre véhicule SANS obligation d'achat : Achat cash, paiement sous 24h, récupération de votre véhicule à votre domicile.

N'hésitez pas à nous contacter pour plus d'information","Du lundi au vendredi 9h30 à 18h30
Le samedi de 9h00 à 18h00",Annonces (68)
1274,AUTOMOBILES JP BENMELEH,133 RUE DE LA MONTAT,42100,Saint-Étienne,328788161,Actif depuis le 31/12/2021,"Automobiles Jean-Paul, le garage idéal pour trouver des véhicules neufs et très peu kilométrés, de toutes marques, à des prix compétitifs. Tous nos véhicules sont garantis et soigneusement révisés pour assurer une qualité et une fiabilité optimales. 

Faites confiance à notre équipe d'experts pour vous accompagner dans le choix du véhicule qui correspond à vos besoins et à votre budget. Chez Automobiles Jean-Paul, la satisfaction de nos clients est notre priorité absolue.","Après-vente :  lundi au vendredi de 8h à 
12h et de 14h à 18h 
Commercial : Du lundi au vendredi de 8h à 12h et de 14h à 19h
le samedi fermeture à 18h",Annonces (20)
1275,AUTOMOBILES LAURENT VIOLET,2394 Avenue Edouard Froment,7170,Lavilledieu,393812565,Actif depuis le 28/10/2010,"Depuis la création de son entreprise en 1994, Laurent Violet vous propose, en plus de son service de vente de véhicules, une large palette de services pour entretenir et réparer votre voiture. Entouré d’une équipe compétente et qualifiée, il propose différentes prestations nécessitant une grande technicité et réalisées avec beaucoup de professionnalisme :

L’entretien toutes marques
La vidange et la révision
La pose de pneus
La carrosserie et la peinture
Le dépannage
Les services rapides
Etc…

Nos services : 
- Mandataire toutes marques
- Concessionnaire Suzuki et Isuzu
- Vente véhicules occasions toutes marques
- Recherches de véhicules personnalisés
- Service Carte Grise
- Mécanique auto et moto toutes marques
- Pose de pneus
- Carrosserie
- Dépannage
- Services Rapides
Financement, reprise et dépôt vente
Une équipe professionnelle à votre service depuis près d'un quart de siècle

Laurent Violet Automobiles, votre Concessionnaire dans le bassin albenassien depuis 1993
Dépositaire de la marque : ISUZU
Suzuki spécialiste 
Mandataires multimarques 
Large choix de véhicules neufs en stock et sur commande
Parc de près de 50 véhicules d'occasion
Recherche personnalisée sur demande
Atelier mécanique agréé toutes marques","Lundi, Mardi, Mercredi, Jeudi, Vendredi : 
8h00 - 12h00  -  14h00 - 18h30
Samedi :
9h30 - 12h00  - 14h00 - 18h00",Annonces (22)
1276,automobiles LTS,rue Pascal,14700,Falaise,798464988,Actif depuis le 20/01/2020,"Le garage AUTOMOBILES LTS, créé en 2013 et situé à Falaise, propose une gamme complète de services automobiles. Nous offrons la vente de véhicules d'occasion et neufs toutes marques, ainsi que des options de financement et de reprise. Notre équipe compétente assure également l'entretien et les réparations dans notre atelier mécanique. Faites confiance à notre expertise pour tous vos besoins automobiles.",Du lundi au vendredi de 08h30 à 12h00 et de 14h00 à 18h30,Annonces (2)
1277,AUTOMOBILES MARCOT,29 BIS ROUTE NATIONALE MEXY,54135,MEXY,380310680,Actif depuis le 20/09/2011,"Description :
Bienvenue chez Automobiles MARCOT (négociant automobiles) à Mexy.

Fort de plus 20 années d'expérience , nous sommes spécialisés dans les véhicules d'occasion toutes marques, toujours à votre écoute pour mieux vous servir.

Nos véhicules sont sélectionnés, contrôlés puis révisés et préparés dans nos ateliers partenaires.

Nous garantissons 3, 6, 12 ou 24 mois nos véhicules (via notre partenaire), avec assistance téléphonique 24h/24, 7 jours sur 7 dans toute l'Europe.

Nous effectuons les démarches administratives pour l'immatriculation de votre acquisition.

AUTOMOBILES MARCOT à :
5 mn de Longwy
40 mn de Metz
1H10 de Nancy
2H de Strasbourg
1H30 de Paris via TGV","Lundi au vendredi 
8h30/12h-13h30-18h30
Samedi ouvert uniquement sur RDV",Annonces (8)
1278,Automobiles Martin,11 Rue de Lattre de Tassigny,27500,Pont-Audemer,800828089,Actif depuis le 02/01/2011,"AUTOMOBILES MARTIN
11 RUE DU MAL. DELATTRE DE TASSIGNY
27500 PONT AUDEMER

horaires d'ouverture:
du lundi au samedi
de 9h00 à 12h et de 14h à 19h
fermé le dimanche.","du lundi au samedi
de 9h00 à 12h et de 14h à 19h
fermé le dimanche.",Annonces (28)
1279,AUTOMOBILES MERCEDES BENZ VERROUIL,bridet za vallade,24100,Bergerac,393665351,Actif depuis le 31/03/2023,"VERROUIL Bergerac (24) est votre représentant, réparateur 
agrée et fournisseur de pièces détachées de la marque 
MERCEDES-BENZ depuis près de 40 ans.
Nous disposons ainsi d'un parc de véhicules neufs et 
occasions, avec l'ensemble des modèles Mercedes-Benz récents
 proposés avec le label Occasions Garanties Mercedes-Benz : 
compactes Classe A, B, GLA,CLA coupé et shooting brake, GLC,
 SLC, E, GLE, GLS,S, SL, sans oublier les véhicules d 
exception AMG!
VERROUIL sur Bergerac-AVA sur Perigueux est aussi votre 
distributeur et réparateur agrée HYUNDAI exclusif sur la 
DORDOGNE , depuis plus de plus de 15 ans. Gamme Hyundai 
i10/i20/ix20/i30/i40/nouvelles IONIQ HYBRIDE PLUG IN 
ELECTRIQUE
VERROUIL, c’est aussi un large choix d'occasions 4x4, SUV, 
CROSSOVER: MERCEDES Classe GLA/ GLC/GLE/GLS nouveau GLC 
coupe , HYUNDAI TUCSON/SANTA FE IX35 nouv KONA","du lundi au vendredi de 9h à 12h et de 14h 
à 19h et samedi de 9h à 12h et de 14h à 17h",Annonces (47)
